SalePrice,Order,Bsmt Qual,Exter Qual,Fireplace Qu,Functional,Garage Area,Garage Qual,Gr Liv Area,HouseAge,TotalPorchSF,Kitchen Qual,Land Contour,Lot Area,Lot Frontage,Lot Shape,Mas Vnr Area,Misc Val,NeighborhoodClass,Overall Cond,Pool QC,PosFeature_Adjacent,PosFeature_Near,Railroad_Adjacent,Railroad_Near,RemodelAge,Total Bsmt SF,TotalBathrooms
149900,25,2.5,0,2.0,7,500,3.0,1078,39,0,0,3,12537,75.2106704711914,2,0.0,0,1,6,0,0.0,0.0,0.0,0.0,2,734.0,2.5
142000,26,2.5,0,2.0,7,304,3.0,1056,42,269,0,3,8450,65.0,3,0.0,0,1,6,0,0.0,0.0,0.0,0.0,42,775.0,2.0
126000,27,2.5,0,0.0,7,525,3.0,882,40,240,0,3,8400,70.0,3,0.0,0,1,5,0,0.0,0.0,0.0,0.0,40,882.0,2.0
115000,28,2.5,0,1.5,7,0,0.0,864,39,0,0,3,10500,70.0,3,0.0,0,1,5,0,0.0,0.0,0.0,0.0,39,432.0,1.0
184000,29,3.0,1,2.0,7,511,3.0,1337,11,271,1,3,5858,26.0,2,0.0,0,1,5,0,0.0,0.0,0.0,0.0,11,1051.0,3.0
96000,30,2.5,0,0.0,7,264,3.0,987,39,275,0,3,1680,21.0,3,504.0,0,1,5,0,0.0,0.0,0.0,0.0,39,156.0,1.5
105500,31,2.5,0,0.0,7,320,3.0,1092,39,0,0,3,1680,21.0,3,492.0,0,1,5,0,0.0,0.0,0.0,0.0,39,300.0,1.5
127500,33,3.0,0,2.0,7,440,3.0,1069,33,220,0,3,4043,53.0,3,0.0,0,1,5,0,0.0,0.0,0.0,0.0,33,360.0,2.0
149900,34,2.5,0,2.5,7,440,3.0,1456,35,173,1,3,2280,24.0,3,0.0,0,1,6,0,0.0,0.0,0.0,0.0,35,514.0,2.5
120000,35,3.0,0,0.0,7,308,3.0,836,35,30,0,3,2280,24.0,3,0.0,0,1,6,0,0.0,0.0,0.0,0.0,35,0.0,1.0
146000,36,3.0,0,2.5,7,440,3.0,1456,32,26,0,3,2280,24.0,3,0.0,0,1,5,0,0.0,0.0,0.0,0.0,32,311.0,2.5
376162,37,4.0,4,3.0,7,751,3.0,2334,1,277,4,3,12858,102.0,2,162.0,0,3,5,0,0.0,0.0,0.0,0.0,0,0.0,2.5
306000,38,4.0,1,3.0,7,772,3.0,1704,3,50,1,3,11478,98.0,3,200.0,0,3,5,0,0.0,0.0,0.0,0.0,2,1218.0,3.0
395192,39,4.0,4,3.0,7,606,3.0,1940,1,263,4,3,10159,83.0,2,450.0,0,3,5,0,0.0,0.0,0.0,0.0,0,1646.0,3.5
290941,40,3.0,1,0.0,7,868,3.0,1544,1,35,1,3,12883,94.0,2,256.0,0,3,5,0,0.0,0.0,0.0,0.0,0,0.0,2.0
220000,41,3.0,1,3.0,7,532,3.0,1541,5,70,1,3,12182,95.0,3,226.0,0,3,5,0,0.0,0.0,0.0,0.0,5,1201.0,2.0
275000,42,4.0,1,3.0,7,730,3.0,1698,5,266,4,3,11520,90.0,3,615.0,0,3,5,0,0.0,1.0,0.0,0.0,5,110.0,2.0
259000,43,4.0,1,3.0,7,678,3.0,1822,5,119,4,3,14122,79.0,2,240.0,0,3,5,0,0.0,0.0,0.0,0.0,4,28.0,2.0
214000,44,3.0,1,0.0,7,532,3.0,1535,6,0,1,3,10171,70.0,2,168.0,0,3,5,0,0.0,0.0,0.0,0.0,6,2.0,2.0
611657,45,4.0,4,3.0,7,820,3.0,2364,1,67,4,3,12919,100.0,2,760.0,0,3,5,0,0.0,0.0,0.0,0.0,0,2188.0,3.5
224000,46,3.0,1,3.0,7,484,3.0,1358,1,227,1,3,6371,44.0,2,128.0,0,3,5,0,0.0,0.0,0.0,0.0,0,733.0,3.0
500000,47,4.0,4,3.0,7,958,3.0,2696,7,370,4,1,14300,110.0,3,1095.0,0,3,5,0,0.0,0.0,0.0,0.0,6,1373.0,3.5
320000,48,3.0,1,4.0,7,756,3.0,2250,8,368,1,3,13650,105.0,3,232.0,0,3,5,0,0.0,0.0,0.0,0.0,8,578.0,3.5
319900,49,4.0,4,3.0,7,576,3.0,1752,5,278,4,3,7658,61.0,3,412.0,0,3,5,0,0.0,0.0,0.0,0.0,5,456.0,3.0
205000,50,3.0,1,3.0,7,484,3.0,1370,4,169,1,3,7132,41.0,2,178.0,0,3,5,0,0.0,0.0,0.0,0.0,4,24.0,2.0
175500,51,3.0,1,0.0,7,474,3.0,1626,7,27,1,3,2628,36.0,3,106.0,0,3,5,0,0.0,0.0,0.0,0.0,7,0.0,2.5
199500,52,3.0,1,0.0,7,430,3.0,1324,5,59,1,3,18494,100.0,2,0.0,0,2,5,0,0.0,0.0,0.0,0.0,5,0.0,2.0
160000,53,3.0,1,0.0,7,437,3.0,1145,4,216,1,3,3203,43.0,3,14.0,0,2,5,0,0.0,0.0,0.0,0.0,4,16.0,2.0
192000,54,3.0,1,2.5,7,430,3.0,1269,6,310,1,3,3182,43.0,3,16.0,0,2,5,0,0.0,0.0,0.0,0.0,5,24.0,2.0
184500,55,3.0,1,3.0,7,400,3.0,1374,6,100,1,3,13300,67.0,2,0.0,0,2,5,0,0.0,0.0,0.0,0.0,6,326.0,3.5
216500,56,3.0,1,2.5,7,440,3.0,1960,8,336,1,3,7851,74.20720672607422,3,0.0,0,2,5,0,0.0,0.0,0.0,0.0,8,625.0,3.5
185088,57,3.0,1,3.0,7,433,3.0,1733,6,192,1,3,8577,63.0,2,0.0,0,2,5,0,0.0,0.0,0.0,0.0,6,0.0,2.5
180000,58,3.0,0,2.5,7,400,3.0,1430,10,180,0,3,7750,74.20720672607422,2,0.0,0,2,5,0,0.0,0.0,0.0,0.0,10,250.0,2.5
222500,59,3.0,1,3.0,7,434,3.0,2035,9,192,1,3,9505,74.20720672607422,2,180.0,0,2,5,0,0.0,0.0,0.0,0.0,9,0.0,2.5
333168,60,3.0,1,2.5,7,779,3.0,2599,11,698,1,3,14774,108.0,2,165.0,0,3,5,0,0.0,0.0,0.0,0.0,11,0.0,2.5
355000,61,4.0,1,2.5,7,962,3.0,2475,12,451,1,3,17433,60.0,1,114.0,0,3,5,0,0.0,0.0,0.0,0.0,12,0.0,2.5
260400,62,3.0,1,2.5,7,527,3.0,1720,14,450,1,3,10593,59.0,2,338.0,0,3,5,0,0.0,0.0,0.0,0.0,14,919.0,3.0
325000,63,4.0,1,2.5,7,712,3.0,2622,16,218,1,3,12256,98.0,2,362.0,0,3,5,0,0.0,0.0,0.0,0.0,15,1032.0,3.5
290000,64,3.0,1,3.0,7,671,3.0,2270,11,189,1,3,11764,92.0,2,348.0,0,3,7,0,0.0,0.0,0.0,0.0,3,524.0,2.5
221000,65,3.0,1,0.0,7,486,3.0,1839,12,81,0,3,16770,58.0,1,30.0,0,3,5,0,0.0,0.0,0.0,0.0,12,0.0,2.5
410000,66,3.0,1,4.0,7,666,3.0,3238,15,369,1,3,14720,56.0,2,579.0,0,3,5,0,0.0,0.0,0.0,0.0,14,816.0,3.5
221500,67,3.0,1,3.0,7,880,3.0,1595,5,144,1,3,8987,73.0,3,226.0,0,2,5,0,0.0,0.0,0.0,0.0,4,0.0,2.0
204500,68,3.0,1,0.0,7,676,3.0,1218,1,136,1,3,9215,92.0,3,0.0,0,2,5,0,0.0,0.0,0.0,0.0,0,0.0,2.0
215200,69,3.0,0,0.0,7,614,3.0,1547,1,214,1,3,8640,72.0,3,0.0,0,2,5,0,0.0,0.0,0.0,0.0,1,24.0,2.5
262500,70,3.0,1,0.0,7,750,3.0,1566,2,312,1,3,9000,75.0,3,36.0,0,2,5,0,0.0,0.0,0.0,0.0,2,1078.0,3.0
254900,71,3.0,1,3.0,7,678,3.0,1947,6,136,1,3,12552,100.0,3,0.0,0,2,5,0,0.0,0.0,0.0,0.0,5,222.0,2.5
271500,72,4.0,1,3.0,7,528,3.0,1468,5,318,1,3,10440,84.0,3,0.0,0,2,5,0,0.0,0.0,0.0,0.0,5,1414.0,3.0
233000,73,3.0,1,0.0,7,618,3.0,2084,6,45,1,3,10142,76.0,2,0.0,0,2,5,0,0.0,0.0,0.0,0.0,6,656.0,3.5
181000,74,3.0,1,0.0,7,484,3.0,1659,6,212,1,3,11920,70.0,3,122.0,0,2,5,0,0.0,0.0,0.0,0.0,6,0.0,2.5
205000,75,3.0,1,2.0,7,463,3.0,2110,16,130,1,3,8880,70.66981506347656,2,0.0,0,2,5,0,0.0,0.0,0.0,0.0,8,695.0,3.5
143000,76,3.0,0,2.5,7,264,3.0,923,30,80,0,3,8012,50.0,3,0.0,0,2,5,0,0.0,0.0,0.0,0.0,30,662.0,2.0
189000,77,3.0,1,2.5,7,462,3.0,1845,18,739,1,3,11218,70.0,3,0.0,400,2,5,0,0.0,0.0,0.0,0.0,18,0.0,2.5
99500,78,3.0,0,2.5,7,264,3.0,918,31,28,0,3,7892,55.0,3,0.0,0,2,5,0,0.0,0.0,0.0,0.0,31,0.0,2.0
125000,79,3.0,0,0.0,7,264,3.0,752,26,443,0,3,7175,50.0,3,0.0,0,2,5,0,0.0,0.0,0.0,0.0,26,744.0,2.0
194500,80,3.0,1,0.0,7,457,3.0,1744,17,678,1,3,9453,70.66981506347656,2,0.0,0,2,7,0,0.0,0.0,0.0,1.0,7,402.0,2.5
152000,81,3.0,0,0.0,7,480,3.0,1097,26,0,0,3,9672,81.0,3,0.0,0,2,5,0,0.0,0.0,0.0,0.0,25,338.0,2.0
171000,82,3.0,0,2.5,7,476,3.0,1564,30,254,0,3,8400,70.0,3,130.0,0,2,6,0,0.0,0.0,0.0,0.0,29,0.0,2.5
67500,83,2.5,0,0.0,7,429,3.0,1012,90,201,0,3,9800,70.0,3,0.0,0,2,5,0,0.0,0.0,0.0,0.0,60,0.0,1.0
112000,84,0.0,0,0.0,7,539,3.0,1902,32,0,0,3,8930,68.0,3,0.0,0,1,5,0,0.0,0.0,1.0,0.0,32,0.0,2.0
148000,85,2.5,0,0.0,5,576,3.0,1155,49,192,1,3,11782,88.0,2,0.0,400,1,7,0,0.0,0.0,0.0,0.0,15,899.0,2.0
138500,86,2.5,0,3.0,7,336,3.0,894,45,560,0,3,8450,65.0,3,0.0,0,1,8,0,0.0,0.0,1.0,0.0,1,670.0,2.0
122000,87,2.5,0,0.0,7,280,3.0,900,43,0,0,3,9819,74.55101776123047,2,31.0,0,1,5,0,0.0,0.0,0.0,0.0,43,450.0,1.0
133000,88,2.5,0,0.0,7,308,3.0,1040,47,220,0,3,7500,75.0,3,0.0,0,1,5,0,0.0,0.0,0.0,0.0,47,824.0,2.5
127000,89,2.5,0,0.0,7,260,3.0,1040,48,104,0,3,6897,74.55101776123047,2,0.0,0,1,8,0,0.0,0.0,0.0,0.0,0,659.0,2.5
190000,91,3.0,1,2.5,7,564,3.0,1923,18,279,1,3,10186,107.0,2,0.0,0,3,5,0,0.0,0.0,0.0,0.0,18,674.0,3.5
362500,92,3.0,1,2.5,7,762,3.0,2349,17,162,1,3,13143,85.0,2,504.0,0,3,5,0,0.0,0.0,0.0,0.0,17,1231.0,3.5
285000,93,3.0,1,2.5,7,713,3.0,2225,18,228,1,3,11134,88.0,3,180.0,0,3,5,0,0.0,0.0,0.0,0.0,17,1129.0,3.5
260000,94,4.0,1,3.0,7,506,3.0,1488,6,218,1,3,4835,25.0,2,0.0,0,2,5,0,0.0,0.0,0.0,0.0,5,1298.0,3.0
190000,95,3.0,1,0.0,7,588,3.0,1680,6,111,1,3,3515,39.0,3,0.0,0,2,5,0,0.0,0.0,0.0,0.0,6,0.0,2.5
155000,96,3.0,1,0.0,7,480,3.0,1200,6,172,1,3,3215,30.0,3,120.0,0,2,5,0,0.0,0.0,0.0,0.0,6,280.0,2.5
151000,97,3.0,1,0.0,7,480,3.0,1200,6,172,1,3,3182,30.0,3,0.0,0,2,5,0,0.0,0.0,0.0,0.0,5,0.0,2.5
149500,98,3.0,1,0.0,7,480,3.0,1200,6,172,1,3,2544,24.0,3,0.0,0,2,5,0,0.0,0.0,0.0,0.0,5,410.0,3.5
152000,99,3.0,1,0.0,7,480,3.0,1236,5,166,1,3,2544,24.0,3,216.0,0,2,5,0,0.0,0.0,0.0,0.0,5,376.0,3.5
222000,100,4.0,4,3.0,7,484,3.0,1478,1,144,1,3,4403,64.54938507080078,1,432.0,0,2,5,0,0.0,0.0,0.0,0.0,1,578.0,3.5
177500,101,3.0,1,0.0,7,440,3.0,1573,10,32,1,3,2117,64.54938507080078,3,216.0,0,2,5,0,0.0,0.0,0.0,0.0,10,378.0,2.5
177000,102,3.0,1,0.0,7,440,3.0,1512,10,32,1,3,2980,64.54938507080078,3,1159.0,0,2,5,0,0.0,0.0,0.0,0.0,10,466.0,3.5
155000,103,3.0,1,0.0,7,484,3.0,1416,11,44,1,3,2572,24.0,3,0.0,0,2,5,0,0.0,0.0,0.0,0.0,11,604.0,3.5
147110,104,3.0,1,0.0,7,496,3.0,1080,7,50,1,3,2403,64.54938507080078,2,0.0,0,2,5,0,0.0,0.0,0.0,0.0,7,244.0,2.5
267916,105,4.0,1,3.0,7,852,3.0,1418,0,576,1,3,12853,57.0,2,0.0,0,2,5,0,0.0,0.0,0.0,0.0,0,1032.0,2.5
254000,106,3.0,1,2.5,7,592,3.0,1848,10,464,1,3,7379,68.0,2,0.0,0,2,5,0,0.0,0.0,0.0,0.0,10,484.0,3.5
155000,107,3.0,1,2.5,7,484,3.0,788,30,175,1,3,4420,30.0,2,0.0,0,2,5,0,0.0,0.0,0.0,0.0,30,728.0,2.0
206000,108,3.0,1,2.5,7,484,3.0,1226,32,301,1,3,3880,40.0,2,0.0,0,2,6,0,0.0,0.0,0.0,0.0,32,1052.0,2.0
130500,109,2.5,1,0.0,7,475,3.0,1479,34,44,1,3,13517,74.55101776123047,2,289.0,0,1,8,0,0.0,0.0,1.0,0.0,5,533.0,2.5
230000,110,3.0,1,3.0,7,596,3.0,1492,8,414,1,3,8000,80.0,3,0.0,0,2,5,0,0.0,0.0,0.0,0.0,8,833.0,3.0
218500,111,2.5,0,0.0,7,535,3.0,1829,43,76,0,3,10456,81.51764678955078,2,120.0,0,2,6,0,0.0,0.0,0.0,0.0,43,506.0,3.0
243500,112,3.0,0,2.5,7,660,3.0,2495,17,256,1,3,10791,80.0,3,0.0,0,2,5,0,0.0,0.0,0.0,0.0,17,1137.0,3.5
205000,113,2.5,0,2.5,7,480,3.0,1610,33,236,1,3,10603,81.51764678955078,2,28.0,0,2,7,0,0.0,0.0,0.0,0.0,9,1200.0,3.0
212500,114,3.0,0,2.5,7,678,3.0,1891,32,69,0,3,18837,81.51764678955078,2,0.0,0,2,5,0,0.0,0.0,0.0,0.0,32,733.0,3.5
196500,115,3.0,0,2.5,7,496,3.0,1714,22,450,0,3,10421,80.0,3,42.0,500,2,5,0,0.0,0.0,0.0,0.0,22,394.0,2.5
197500,116,2.5,0,2.5,7,676,3.0,1381,38,0,1,3,9360,78.0,3,0.0,0,2,7,0,0.0,0.0,0.0,0.0,4,982.0,2.5
171000,117,2.5,0,0.0,7,441,3.0,1645,39,78,0,3,9600,80.0,3,0.0,0,2,6,0,0.0,0.0,0.0,0.0,39,329.0,2.0
142250,118,2.5,0,0.0,7,490,3.0,1232,44,224,0,3,9600,80.0,3,172.0,0,1,5,0,0.0,0.0,0.0,0.0,44,698.0,2.5
143000,119,2.5,0,3.0,7,528,3.0,1328,47,26,0,3,9790,81.51764678955078,3,451.0,0,2,5,0,0.0,0.0,0.0,0.0,47,650.0,2.5
128950,120,2.5,0,0.0,7,0,0.0,1225,51,352,0,3,9320,77.0,2,0.0,400,1,5,0,0.0,0.0,0.0,0.0,51,569.0,2.5
159000,121,3.0,0,0.0,7,504,3.0,1209,44,120,0,3,9900,90.0,3,0.0,0,1,5,0,0.0,0.0,0.0,0.0,44,1059.0,2.0
178900,122,2.5,0,0.0,7,517,3.0,1510,43,244,1,3,9680,88.0,3,268.0,0,1,6,0,0.0,0.0,0.0,0.0,43,1010.0,3.0
180500,124,2.5,0,3.0,7,484,3.0,1152,46,227,0,3,14112,75.2106704711914,2,86.0,0,1,7,0,0.0,0.0,0.0,0.0,46,1014.0,2.0
142125,127,2.5,0,0.0,7,240,3.0,1078,60,478,1,3,9717,68.0,3,0.0,0,1,6,0,0.0,0.0,0.0,0.0,14,1078.0,2.0
197600,128,2.5,1,3.0,5,400,3.0,2461,58,0,0,3,9724,68.0,3,265.0,0,1,7,0,0.0,0.0,0.0,0.0,8,670.0,2.0
172500,129,2.5,0,3.0,7,470,3.0,1556,61,150,0,3,17360,120.0,3,340.0,0,1,6,0,0.0,0.0,0.0,0.0,60,300.0,2.0
116500,130,2.5,0,0.0,7,0,0.0,858,52,117,0,3,7207,50.0,2,0.0,0,1,7,0,0.0,0.0,0.0,0.0,2,696.0,2.0
76500,131,2.5,0,0.0,4,0,0.0,1306,70,263,-1,3,5350,55.0,2,0.0,450,1,2,0,0.0,0.0,0.0,0.0,44,0.0,1.0
128000,132,2.5,0,0.0,7,280,3.0,1063,56,164,0,3,9920,80.0,3,110.0,0,1,5,0,0.0,0.0,0.0,0.0,56,644.0,2.0
153000,133,2.5,0,3.0,7,364,3.0,1520,55,189,0,3,9600,80.0,3,164.0,0,1,6,0,0.0,0.0,0.0,0.0,38,806.0,2.0
132000,134,2.5,0,3.0,7,244,3.0,1268,56,98,0,3,7800,78.0,3,200.0,0,1,6,0,0.0,0.0,0.0,0.0,56,540.0,1.0
178000,135,2.5,0,3.0,7,315,3.0,1128,44,238,1,3,11380,75.0,2,216.0,1500,1,8,0,0.0,0.0,0.0,0.0,2,944.0,2.0
154300,136,2.5,0,0.0,7,480,3.0,2274,50,0,0,3,11600,80.0,3,361.0,0,1,5,0,0.0,0.0,0.0,0.0,50,443.0,2.0
180000,137,3.0,0,3.0,6,576,3.0,2207,40,301,0,3,19900,75.2106704711914,3,287.0,0,1,5,0,1.0,0.0,0.0,0.0,21,912.0,3.0
190000,138,2.5,1,3.0,4,578,3.0,1888,44,0,1,3,16492,137.0,2,0.0,0,1,6,0,1.0,0.0,0.0,0.0,8,960.0,2.5
135000,139,2.5,0,0.0,7,576,3.0,1604,52,42,0,3,8267,70.0,3,0.0,0,1,5,0,0.0,0.0,0.0,0.0,52,0.0,2.0
214000,140,3.0,1,0.0,7,620,3.0,1480,7,325,1,3,8197,70.0,3,506.0,300,1,5,0,0.0,0.0,0.0,0.0,1,1188.0,3.0
136000,141,2.5,0,0.0,7,308,3.0,1143,51,0,0,3,8050,75.2106704711914,2,150.0,0,1,5,0,0.0,0.0,0.0,0.0,51,1018.0,2.0
165500,142,2.5,0,3.0,7,447,3.0,1700,51,38,1,3,10552,70.0,2,0.0,0,1,5,0,0.0,0.0,0.0,0.0,51,1018.0,2.0
145000,143,2.5,0,0.0,7,294,3.0,1314,53,250,0,3,8400,70.0,3,0.0,0,1,6,0,0.0,0.0,0.0,0.0,53,922.0,2.0
148000,144,2.5,0,0.0,7,312,3.0,1194,51,120,0,3,8760,73.0,3,220.0,0,1,6,0,0.0,0.0,0.0,0.0,51,0.0,2.0
167500,146,2.5,0,3.0,7,461,3.0,1264,50,143,0,3,9300,73.0,3,324.0,0,1,5,0,0.0,0.0,0.0,0.0,50,697.0,2.0
108538,147,2.5,0,0.0,7,312,3.0,1206,51,21,0,3,10725,87.0,2,91.0,0,1,5,0,0.0,0.0,0.0,0.0,51,936.0,1.0
159500,148,2.5,0,3.0,7,440,3.0,1580,51,188,0,3,10032,80.0,3,432.0,0,1,5,0,0.0,0.0,0.0,0.0,51,734.0,2.5
108000,149,2.5,0,0.0,7,263,3.0,1337,54,0,0,3,8382,60.0,3,0.0,0,1,5,0,0.0,0.0,0.0,0.0,54,0.0,1.0
135000,150,2.5,0,0.0,7,318,3.0,1064,58,0,-1,3,10950,60.0,3,0.0,0,1,7,0,0.0,0.0,0.0,0.0,58,339.0,1.5
122500,151,2.5,0,0.0,7,305,3.0,972,55,205,0,3,10895,119.0,3,0.0,0,1,6,0,0.0,0.0,0.0,0.0,55,648.0,1.0
105000,154,2.5,0,0.0,7,676,3.0,985,90,0,0,3,7898,65.0,3,0.0,0,1,7,0,0.0,0.0,0.0,0.0,16,0.0,1.5
107500,155,0.0,0,1.5,4,392,3.0,827,55,0,0,3,7200,60.0,3,0.0,0,1,7,0,0.0,0.0,0.0,0.0,3,0.0,1.0
144900,156,2.5,0,0.0,7,490,3.0,1086,56,0,0,3,10200,85.0,3,104.0,0,1,7,0,0.0,0.0,0.0,0.0,7,682.0,2.0
129000,157,2.5,0,0.0,7,308,3.0,936,54,240,0,3,5868,74.0,3,0.0,0,1,7,0,0.0,0.0,0.0,0.0,10,488.0,2.0
144000,159,2.5,0,0.0,7,576,3.0,1056,30,320,0,3,6979,64.0,3,0.0,600,1,5,0,0.0,0.0,0.0,0.0,30,1056.0,2.0
162000,160,2.5,0,3.0,7,576,3.0,1287,51,563,1,3,9830,75.2106704711914,2,0.0,0,1,7,0,0.0,0.0,0.0,0.0,4,330.0,2.0
242000,161,3.0,1,3.0,7,564,3.0,2978,43,240,1,3,11275,96.0,3,300.0,0,1,7,0,0.0,1.0,0.0,0.0,3,0.0,2.5
132000,162,2.5,0,0.0,7,280,3.0,1224,62,414,0,3,8064,60.0,3,0.0,0,1,8,0,0.0,0.0,0.0,0.0,6,655.0,2.0
154000,163,2.5,0,0.0,7,305,3.0,1246,51,218,1,3,7500,75.0,3,0.0,0,1,7,0,0.0,0.0,0.0,0.0,16,1246.0,2.5
166000,164,2.5,0,0.0,7,720,3.0,1385,58,0,0,3,8520,71.0,3,0.0,0,1,4,0,0.0,0.0,0.0,0.0,58,507.0,2.0
134800,165,2.5,0,0.0,7,576,3.0,900,59,254,1,3,7200,60.0,3,0.0,0,1,7,0,0.0,0.0,0.0,0.0,10,720.0,1.5
160000,166,2.5,0,0.0,7,440,3.0,1116,48,385,0,3,10000,87.0,2,261.0,0,1,6,0,0.0,0.0,0.0,0.0,48,0.0,1.5
148000,167,2.5,0,0.0,7,484,3.0,1175,50,0,0,3,7635,81.0,2,0.0,0,1,6,0,0.0,0.0,0.0,0.0,50,938.0,1.5
192000,168,2.5,0,2.5,6,440,3.0,1395,47,1010,0,3,9760,80.0,3,218.0,0,1,7,0,0.0,0.0,0.0,0.0,26,980.0,2.0
155000,169,2.5,0,2.5,7,442,3.0,1839,44,340,0,3,7700,70.0,3,351.0,0,1,5,0,0.0,1.0,0.0,0.0,44,0.0,1.5
96500,171,2.5,0,0.0,5,0,0.0,1140,100,160,0,3,8800,55.0,3,0.0,0,1,7,0,0.0,0.0,0.0,0.0,6,0.0,1.0
109500,172,2.5,0,3.0,7,0,0.0,936,90,186,0,3,4485,56.0,3,0.0,0,1,7,0,0.0,0.0,0.0,0.0,60,579.0,2.0
115000,173,2.5,0,3.0,7,360,3.0,1028,83,130,0,3,8960,56.0,3,0.0,0,1,6,0,0.0,0.0,0.0,0.0,60,0.0,1.0
143000,174,2.5,0,0.0,7,551,3.0,1347,53,0,1,2,5805,69.0,3,0.0,0,1,7,0,0.0,0.0,0.0,0.0,53,1347.0,2.5
107400,175,2.0,1,0.0,7,379,3.0,1605,95,202,0,3,5790,60.0,3,0.0,0,1,6,0,0.0,0.0,0.0,0.0,60,0.0,2.0
80000,176,2.5,0,0.0,7,220,3.0,747,65,0,0,3,4608,47.0,3,0.0,0,1,6,0,0.0,0.0,0.0,0.0,60,0.0,1.0
130000,178,2.5,0,0.0,7,484,3.0,1316,81,0,0,3,5500,50.0,3,0.0,0,1,7,0,0.0,0.0,0.0,0.0,9,926.0,2.0
